,AC_POWER
72378,129.52666666666667
72380,134.3733333333333
72377,131.35333333333332
72376,136.62
72375,138.83999999999995
72374,130.58
72373,140.3357142857143
72371,101.4
72370,132.9
72369,133.77333333333334
72372,137.52666666666664
72367,135.44666666666666
72368,121.10666666666668
72361,0.0
72362,137.08571428571426
72363,118.7
72360,133.99333333333328
72365,131.00666666666663
72366,121.54666666666668
72364,134.14
72390,46.24000000000001
72384,49.66
72385,39.035714285714285
72386,47.03999999999999
72387,47.42857142857143
72388,47.67857142857143
72389,45.7
72383,0.0
72391,45.08
3303,154.8857143
72393,32.75714285714285
72394,45.52666666666667
72395,49.89333333333334
72396,46.48
72397,46.53333333333333
72398,45.220000000000006
72399,47.0
72382,44.96666666666668
72401,48.42
72392,44.68666666666666
72400,47.16428571428571
3312,157.4142857
3305,146.9142857
72402,47.10666666666668
3294,148.0285714
3295,159.5875
3296,158.0875
3297,154.5428571
3298,159.2285714
3299,158.4
3300,156.375
3304,161.15
3301,155.7714286
3314,157.9571429
3313,157.0428571
3311,158.9142857
3310,156.3142857
3309,157.8
3308,157.5428571
3307,156.4625
3306,157.8571429
3315,157.8571429
72403,43.85333333333334
3302,159.9375
3324,116.9
72407,14.553333333333333
72408,16.607142857142858
72409,16.72
72410,17.12666666666667
72411,15.92
72412,16.42857142857143
72413,15.746666666666666
72414,15.52
72415,11.86
72416,16.20666666666667
72417,17.18666666666667
72418,16.807142857142857
72419,16.5
72420,16.23333333333333
72421,16.919999999999998
72422,16.69333333333333
3334,114.775
72406,17.09333333333333
72405,0.0
72404,15.493333333333332
3337,115.025
3333,116.175
3332,113.85
3331,115.3375
3330,115.3375
3329,114.5
3328,115.175
3327,108.075
3326,117.6857143
72424,16.878571428571426
3325,112.875
3323,113.3375
3322,114.2428571
3321,115.325
3320,115.975
3319,112.5375
3318,115.2
3317,116.4142857
3316,108.175
3336,115.4625
72425,15.406666666666665
72423,16.960000000000004
3335,114.375
3338,69.2
3339,74.3625
3340,73.4375
3341,71.52857143
3342,73.62857143
3343,73.27142857
3344,72.8875
3345,72.04285714
3346,74.775
3357,73.02857143
3347,71.75714286
3349,68.91428571
3350,73.24285714
3351,73.1125
3352,73.24285714
3353,73.51428571
3354,72.25714286
3355,73.9
3359,73.22857143
3358,73.55714286
3348,75.4125
72426,3.7266666666666666
3356,72.8
72428,9.6
72447,4.953333333333332
72446,9.346666666666666
72445,9.44
72444,8.893333333333334
72443,9.273333333333332
72442,9.366666666666669
72441,9.146666666666668
72440,9.2
72439,9.486666666666668
72438,9.146666666666668
72437,0.52
72436,7.006666666666666
72435,8.166666666666664
72427,0.0
72433,5.126666666666666
72434,8.886666666666665
72431,8.953333333333337
72430,9.2
72432,9.446666666666664
72429,5.140000000000001
3381,37.75
3380,38.1875
3379,37.6875
3378,37.6875
3377,38.325
3376,37.1
3374,38.0125
3372,38.0125
3371,36.0625
3370,39.15714286
3369,36.9875
3368,38.72857143
3373,38.18571429
3375,38.15
72450,1.5733333333333337
3361,38.5
72449,0.0
72448,0.0
72452,0.5
72453,0.96
72454,1.4933333333333332
72455,0.0
72456,0.96
72457,0.0
72458,0.0
72459,0.0
72460,1.0571428571428572
72461,1.5466666666666673
3360,36.1
72463,1.0
72464,1.5785714285714287
72462,0.5266666666666667
72466,0.5
3362,37.78571429
3363,38.91428571
3364,38.05
72465,1.5
72451,0.0
3367,37.1875
3365,39.98571429
72469,0.0
72468,1.5
72467,1.986666666666667
3366,37.27142857
3390,13.1375
3391,11.65714286
3392,13.1625
3382,11.6
3383,11.7
3384,11.55
3385,13.2625
3386,12.24285714
3389,11.78571429
3388,11.525
3394,12.0
72483,0.0
72482,0.0
72481,0.0
3387,13.7125
72480,0.0
72479,0.0
72484,0.0
72478,0.0
3393,11.64285714
72476,0.0
72475,0.0
72474,0.0
72470,0.0
72471,0.0
72477,0.0
72472,0.0
72485,0.0
72487,0.0
3395,11.875
3396,12.15714286
3397,12.25714286
3398,11.68571429
3399,12.35714286
3400,12.11428571
72486,0.0
3401,11.87142857
3403,11.84285714
72491,0.0
72490,0.0
72489,0.0
72488,0.0
3402,12.18571429
72473,0.0
3425,0.0
3421,0.0
3423,0.0
3404,0.0
3405,0.0
3406,0.0
3407,0.0
3408,0.0
3409,0.0
3410,0.0
3411,0.0
3412,0.0
3413,0.0
3414,0.0
3415,0.0
3417,0.0
3418,0.0
3419,0.0
3420,0.0
3422,0.0
3424,0.0
3416,0.0
72493,0.0
72500,0.0
72508,0.0
72507,0.0
72506,0.0
72505,0.0
72504,0.0
72503,0.0
72509,0.0
72502,0.0
72499,0.0
72498,0.0
72497,0.0
72496,0.0
72495,0.0
72492,0.0
72501,0.0
72511,0.0
72510,0.0
72513,0.0
72494,0.0
72512,0.0
3432,0.0
3447,0.0
3446,0.0
3445,0.0
3444,0.0
3443,0.0
3433,0.0
3442,0.0
3440,0.0
3439,0.0
3438,0.0
3437,0.0
3436,0.0
3435,0.0
3434,0.0
3431,0.0
3441,0.0
3430,0.0
72534,0.0
3428,0.0
72533,0.0
72532,0.0
72531,0.0
72530,0.0
72529,0.0
72528,0.0
72527,0.0
72526,0.0
72525,0.0
72524,0.0
72523,0.0
72522,0.0
72521,0.0
72520,0.0
72535,0.0
3426,0.0
3427,0.0
3429,0.0
72518,0.0
72519,0.0
72514,0.0
72515,0.0
72516,0.0
72517,0.0
72553,0.0
3448,0.0
72538,0.0
72557,0.0
72539,0.0
72540,0.0
72541,0.0
72542,0.0
72543,0.0
72544,0.0
72555,0.0
3449,0.0
72554,0.0
72545,0.0
72552,0.0
72551,0.0
72550,0.0
72549,0.0
72548,0.0
72556,0.0
3450,0.0
3451,0.0
3452,0.0
72536,0.0
72537,0.0
3469,0.0
3468,0.0
3467,0.0
3466,0.0
3465,0.0
3464,0.0
3463,0.0
3462,0.0
3461,0.0
3460,0.0
3459,0.0
3458,0.0
3457,0.0
3456,0.0
3455,0.0
3454,0.0
3453,0.0
72547,0.0
72546,0.0
72570,0.0
72569,0.0
72568,0.0
72567,0.0
72579,0.0
72572,0.0
72573,0.0
72574,0.0
72575,0.0
72576,0.0
72577,0.0
72578,0.0
72566,0.0
3470,0.0
3485,0.0
3486,0.0
3487,0.0
72571,0.0
72565,0.0
72563,0.0
3484,0.0
3472,0.0
3473,0.0
3474,0.0
3475,0.0
3476,0.0
3477,0.0
3478,0.0
3479,0.0
72564,0.0
3480,0.0
3482,0.0
3483,0.0
3488,0.0
72558,0.0
72559,0.0
72560,0.0
72561,0.0
72562,0.0
3481,0.0
3489,0.0
3471,0.0
3491,0.0
3490,0.0
72584,0.0
72585,0.0
72586,0.0
72587,0.0
72588,0.0
72589,0.0
72590,0.0
72591,0.0
72592,0.0
72593,0.0
72594,0.0
72595,0.0
72596,0.0
72597,0.0
72598,0.0
72599,0.0
72583,0.0
72582,0.0
72581,0.0
72580,0.0
3513,0.0
3512,0.0
3511,0.0
3510,0.0
3509,0.0
3508,0.0
3507,0.0
72600,0.0
3506,0.0
3504,0.0
3503,0.0
3502,0.0
3501,0.0
3499,0.0
3498,0.0
3497,0.0
3505,0.0
72601,0.0
3500,0.0
3495,0.0
3493,0.0
3492,0.0
3496,0.0
3494,0.0
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,0.0
3519,0.0
72610,0.0
3521,0.0
3522,0.0
72609,0.0
3525,0.0
3526,0.0
3527,0.0
3528,0.0
3529,0.0
3530,0.0
3531,0.0
3532,0.0
3533,0.0
3534,0.0
3535,0.0
3524,0.0
3523,0.0
3520,0.0
72608,0.0
72620,0.0
72619,0.0
72618,0.0
72617,0.0
72616,0.0
72615,0.0
72614,0.0
72622,0.0
72613,0.0
72611,0.0
72602,0.0
72603,0.0
72604,0.0
72605,0.0
72606,0.0
72607,0.0
72612,0.0
72623,0.0
72621,0.0
72624,0.0
3540,0.0
3541,0.0
3542,0.0
3543,0.0
3544,0.0
72625,0.0
3546,0.0
3547,0.0
3539,0.0
3548,0.0
3550,0.0
3551,0.0
3552,0.0
3553,0.0
3554,0.0
3555,0.0
3556,0.0
3557,0.0
3549,0.0
3538,0.0
3545,0.0
3536,0.0
72626,0.0
3537,0.0
72628,0.0
72629,0.0
72630,0.0
72645,0.0
72644,0.0
72643,0.0
72642,0.0
72627,0.0
72640,0.0
72641,0.0
72631,0.0
72633,0.0
72634,0.0
72632,0.0
72636,0.0
72637,0.0
72638,0.0
72639,0.0
72635,0.0
3572,0.0
3571,0.0
3570,0.0
3569,0.0
3568,0.0
3567,0.0
3564,0.0
3565,0.0
3563,0.0
3562,0.0
3560,0.0
3559,0.0
3558,0.0
3566,0.0
3561,0.0
3573,0.0
72658,0.0
72667,0.0
72666,0.0
72665,0.0
72664,0.0
72663,0.0
72662,0.0
72661,0.0
72660,0.0
72659,0.0
72657,0.0
72656,0.0
72655,0.0
72654,0.0
72653,0.0
72652,0.0
72651,0.0
3574,0.0
72649,0.0
72648,0.0
72647,0.0
72646,0.0
3579,0.0
3578,0.0
72650,0.0
3577,0.0
3576,0.0
3575,0.0
72686,0.0
72687,0.0
3582,0.0
72689,0.0
3581,0.0
3580,0.0
72688,0.0
3583,0.0
72678,0.0
3585,0.0
72685,0.0
3596,0.0
3595,0.0
3594,0.0
3593,0.0
3592,0.0
3591,0.0
3590,0.0
3589,0.0
3588,0.0
3584,0.0
72684,0.0
3586,0.0
72682,0.0
3601,0.0
3600,0.0
3599,0.0
3598,0.0
3597,0.0
72668,0.0
72669,0.0
72670,0.0
72671,0.0
72672,0.0
72673,0.0
72674,0.0
72675,0.0
72683,0.0
72677,0.0
72676,0.0
72681,0.0
72680,0.0
72679,0.0
3587,0.0
3609,0.0
3623,0.0
3622,0.0
3621,0.0
3619,0.0
3608,0.0
3620,0.0
3617,0.0
3616,0.0
3615,0.0
3614,0.0
3613,0.0
3612,0.0
3611,0.0
3610,0.0
3618,0.0
3606,0.0
72692,0.0
72710,0.0
3605,0.0
3604,0.0
3603,0.0
3602,0.0
72690,0.0
72691,0.0
3607,0.0
72693,0.0
72694,0.0
72695,0.0
72696,0.0
72711,0.0
72697,0.0
72699,0.0
72700,0.0
72701,0.0
72702,0.0
72703,0.0
72704,0.0
72705,0.0
72706,0.0
72707,0.0
72708,0.0
72709,0.0
72698,0.0
3624,0.0
3625,0.0
3631,0.0
3627,0.0
72729,0.0
72728,0.0
72727,0.0
72726,0.0
3626,0.0
72725,0.0
72724,0.0
72712,0.0
72713,0.0
72714,0.0
72715,0.0
72716,0.0
72717,0.0
72718,0.0
72719,0.0
72720,0.0
72721,0.0
72730,0.0
72722,0.0
72731,0.0
72733,0.0
3628,0.0
3629,0.0
3630,0.0
3632,0.0
3633,0.0
3634,0.0
3635,0.0
3636,0.0
3637,0.0
3638,0.0
3639,0.0
3640,0.0
3641,0.0
3642,0.0
3643,0.0
3644,0.0
3645,0.0
72732,0.0
72723,0.0
72752,0.0
72754,0.0
72751,0.0
72750,0.0
72749,0.0
72748,0.0
72747,0.0
72746,0.0
72745,0.0
72744,0.0
72755,0.0
72753,0.0
72740,0.0
3646,0.0
72741,0.0
72742,0.0
72734,0.0
72735,0.0
72737,0.0
72738,0.0
72739,0.0
3667,0.0
3666,0.0
3665,0.0
3664,0.0
3663,0.0
3662,0.0
3661,0.0
72736,0.0
3659,0.0
3647,0.0
3660,0.0
3648,0.0
3649,0.0
3650,0.0
3651,0.0
72743,0.0
3653,0.0
3654,0.0
3655,0.0
3656,0.0
3657,0.0
3652,0.0
3658,0.0
72757,0.0
72758,0.0
72759,0.0
72760,0.0
72761,0.0
72762,0.0
72763,0.0
72764,0.0
72765,0.0
72769,0.0
72768,0.0
72770,0.0
72771,0.0
72772,0.0
72774,0.0
72775,0.0
72776,0.0
72777,0.0
72756,0.0
72766,0.0
72773,0.0
72767,0.0
3689,0.0
3677,0.0
3678,0.0
3679,0.0
3680,0.0
3681,0.0
3682,0.0
3683,0.0
3684,0.0
3685,0.0
3686,0.0
3687,0.0
3688,0.0
3676,0.0
3675,0.0
3674,0.0
3673,0.0
3672,0.0
3671,0.0
3670,0.0
3669,0.0
3668,0.0
3691,0.0
3692,0.0
3693,0.0
3694,0.0
3695,0.0
3690,0.0
3699,0.0
72781,0.0
72779,0.0
72799,0.0
72798,0.0
72797,0.0
72796,0.0
72795,0.0
72794,0.0
3698,0.0
72792,0.0
72791,0.0
72778,0.0
72790,0.0
72788,0.0
72787,0.0
72786,0.0
72785,0.0
72784,0.0
72783,0.0
72782,0.0
3696,0.0
72780,0.0
72789,0.0
3697,0.0
72793,0.0
3710,0.0
3706,0.0
3711,0.0
3705,0.0
3709,0.0
3708,0.0
3707,0.0
3704,0.0
3700,0.0
3703,0.0
3702,0.0
3701,0.0
3731,0.0
3723,0.0
3724,0.0
3725,0.0
3726,0.0
3728,0.0
3732,0.0
3729,0.0
3730,0.0
72806,0.0
3733,0.0
3727,0.0
72820,0.0
3718,0.0
3721,0.0
3720,0.0
3719,0.0
72807,0.0
3717,0.0
3716,0.0
3715,0.0
3714,0.0
3713,0.0
3712,0.0
72800,0.0
72801,0.0
72802,0.0
72803,0.0
3722,0.0
72808,0.0
72812,0.0
72810,0.0
72809,0.0
72821,0.0
72819,0.0
72818,0.0
72817,0.0
72805,0.0
72815,0.0
72814,0.0
72813,0.0
72804,0.0
72811,0.0
72816,0.0
72843,0.0
72842,0.0
72841,0.0
72840,0.0
72839,0.0
72838,0.0
72837,0.0
72836,0.0
72835,0.0
72834,0.0
72831,0.0
72832,0.0
72830,0.0
72829,0.0
72828,0.0
72826,0.0
72825,0.0
72824,0.0
72823,0.0
72822,0.0
3752,0.0
72833,0.0
72827,0.0
3753,0.0
3735,0.0
3751,0.0
3734,0.0
3755,0.0
3750,0.0
3749,0.0
3748,0.0
3747,0.0
3746,0.0
3745,0.0
3754,0.0
3743,0.0
3742,0.0
3741,0.0
3740,0.0
3739,0.0
3738,0.0
3737,0.0
3736,0.0
3744,0.0
72850,0.0
72849,0.0
72848,0.0
72847,0.0
72846,0.0
3760,0.0
72844,0.0
3758,0.0
3759,0.0
3763,0.0
72851,0.0
72845,0.0
72852,0.0
72861,0.0
72854,0.0
72855,0.0
72856,0.0
72857,0.0
72858,0.0
72859,0.0
72860,0.0
3764,0.0
72862,0.0
72863,0.0
72864,0.0
72865,0.0
3757,0.0
3756,0.0
72853,0.0
3765,0.0
3762,0.0
3767,0.0
3766,0.0
3777,0.0
3776,0.0
3775,0.0
3774,0.0
3761,0.0
3772,0.0
3771,0.0
3770,0.0
3769,0.0
3773,0.0
3768,0.0
72873,0.0
72874,0.0
72875,0.0
72876,0.0
72877,0.0
72878,0.0
72879,0.0
72880,0.0
72882,0.0
72872,0.0
72883,0.0
72884,0.0
72885,0.0
72886,0.0
72887,0.0
3784,0.0
3783,0.0
3782,0.0
3781,0.0
72881,0.0
72871,0.0
72868,0.0
72869,0.0
3778,0.0
3779,0.0
3780,0.0
3799,0.0
3798,0.0
3797,0.0
3796,0.0
3795,0.0
3794,0.0
3793,0.0
3792,0.0
3791,0.0
3790,0.0
3789,0.0
3788,0.0
3787,0.0
3786,0.0
72866,0.0
72867,0.0
72870,0.0
3785,0.0
3814,0.0
3801,0.0
72891,0.0
72892,0.0
72893,0.0
72894,0.0
72895,0.0
72896,0.0
72897,0.0
72898,0.0
72899,0.0
72890,0.0
72900,0.0
72902,0.0
72903,0.0
72904,0.0
72905,0.0
72906,0.0
72907,0.0
72908,0.0
72909,0.0
3800,0.0
72901,0.0
72888,0.0
72889,0.0
3811,0.0
3804,0.0
3805,0.0
3806,0.0
3807,0.0
3808,0.0
3809,0.0
3810,0.0
3812,0.0
3803,0.0
3813,0.0
3816,0.0
3817,0.0
3818,0.0
3819,0.0
3820,0.0
3821,0.0
3802,0.0
3815,0.0
3825,0.0
3822,0.0
72910,0.0
72911,0.0
72912,0.0
72931,0.0
72930,0.0
72929,0.0
72928,0.0
72927,0.0
72926,0.0
72925,0.0
72924,0.0
72923,0.0
72922,0.0
72921,0.0
72920,0.0
72919,0.0
72918,0.0
72917,0.0
72916,0.0
72915,0.0
72914,0.0
72913,0.0
3823,0.0
3824,0.0
3826,0.0
3835,0.0
3843,0.0
3842,0.0
3841,0.0
3840,0.0
3839,0.0
3838,0.0
3836,0.0
3837,0.0
3833,0.0
3832,0.0
3831,0.0
3830,0.0
3829,0.0
3828,0.0
3834,0.0
3827,0.0
3846,0.0
3844,0.0
3845,0.0
3847,0.0
3849,0.0
3865,0.0
3864,0.0
3863,0.0
3862,0.0
3861,0.0
3860,0.0
3859,0.0
3848,0.0
3858,0.0
3856,0.0
3855,0.0
3854,0.0
3853,0.0
3852,0.0
3851,0.0
3850,0.0
3857,0.0
72933,0.0
72932,0.0
72935,0.0
72934,0.0
72953,0.0
72952,0.0
72951,0.0
72950,0.0
72949,0.0
72947,0.0
72946,0.0
72945,0.0
72944,0.0
72948,0.0
72943,0.0
72942,0.0
72941,0.0
72940,0.0
72939,0.0
72938,0.0
72937,0.0
72936,0.0
72968,0.0
72969,0.0
72970,0.0
72971,0.0
72972,0.0
3867,0.0
3866,0.0
3868,0.0
3869,0.0
72967,0.0
72973,0.0
72966,0.0
72956,0.0
72964,0.0
72963,0.0
72962,0.0
72961,0.0
72960,0.0
72959,0.0
72958,0.0
72957,0.0
72955,0.0
72954,0.0
3871,0.0
72975,0.0
72965,0.0
3870,0.0
3872,0.0
3879,0.0
3873,0.0
3874,0.0
3875,0.0
3876,0.0
3877,0.0
3878,0.0
3880,0.0
3881,0.0
3882,0.0
3883,0.0
3884,0.0
3885,0.0
3886,0.0
3887,0.0
72974,0.0
3908,0.0
3905,0.0
3904,0.0
3903,0.0
3902,0.0
3901,0.0
3900,0.0
3899,0.0
3898,0.0
3906,0.0
3907,0.0
3896,0.0
3895,0.0
3894,0.0
3893,0.0
3892,0.0
3891,0.0
3890,0.0
3889,0.0
3897,0.0
72997,0.0
72996,0.0
72995,0.0
72976,0.0
72977,0.0
72978,0.0
72979,0.0
72980,0.0
72981,0.0
72982,0.0
72983,0.0
72984,0.0
72985,0.0
72986,0.0
72987,0.0
72988,0.0
72989,0.0
72990,0.0
72991,0.0
72992,0.0
72993,0.0
72994,0.0
3888,0.0
3909,0.0
3926,0.0
3911,0.0
3931,0.0
3930,0.0
3929,0.0
3928,0.0
3927,0.0
3925,0.0
3924,0.0
3923,0.0
3910,0.0
3922,0.0
3919,0.0
3918,0.0
3917,0.0
3916,0.0
3915,0.0
3914,0.0
3913,0.0
3912,0.0
3920,0.0
3921,0.0
73019,0.0
73018,0.0
72998,0.0
72999,0.0
73000,0.0
73001,0.0
73002,0.0
73003,0.0
73004,0.0
73005,0.0
73006,0.0
73007,0.0
73009,0.0
73010,0.0
73011,0.0
73012,0.0
73013,0.0
73014,0.0
73015,0.0
73016,0.0
73017,0.0
73008,0.0
3932,0.0
3933,0.0
3948,0.0
3935,0.0
73037,0.0
73036,0.0
73035,0.0
3934,0.0
73033,0.0
73032,0.0
73031,0.0
73030,0.0
73038,0.0
73029,0.0
73027,0.0
73026,0.0
73025,0.0
73024,0.0
73023,0.0
73022,0.0
73021,0.0
73020,0.0
73028,0.0
73039,0.0
73034,0.0
3939,0.0
3936,0.0
3937,0.0
3938,0.0
3940,0.0
3941,0.0
3942,0.0
3943,0.0
3944,0.0
3945,0.0
3946,0.0
73041,0.0
73040,0.0
3949,0.0
3950,0.0
3951,0.0
3952,0.0
3947,0.0
3953,0.0
73049,0.0
73048,0.0
73047,0.0
73044,0.0
73045,0.0
73050,0.0
73043,0.0
73042,0.0
73046,0.0
73051,0.0
73054,0.0
73053,0.0
73055,0.0
73056,0.0
73061,0.0
73062,0.0
73063,0.0
73059,0.0
73058,0.0
73057,0.0
73052,0.0
73060,0.0
3961,0.0
3963,0.0
3962,0.0
3958,0.0
3957,0.0
3956,0.0
3955,0.0
3954,0.0
3975,0.0
3974,0.0
3973,0.0
3959,0.0
3971,0.0
3972,0.0
3965,0.0
3966,0.0
3967,0.0
3964,0.0
3968,0.0
3969,0.0
3970,0.0
3960,0.0
73082,0.0
73075,0.0
73081,0.0
73080,0.0
73079,0.0
73078,0.0
73077,0.0
73076,0.0
73074,0.0
73069,0.0
73072,0.0
73071,0.0
73070,0.0
73068,0.0
73067,0.0
73066,0.0
73065,0.0
73064,0.0
73083,0.0
73073,0.0
73084,0.0
3977,0.0
3988,0.0
3979,0.0
3980,0.0
3981,0.0
3982,0.0
3983,0.0
3984,0.0
3985,0.0
3986,0.0
3987,0.0
3976,0.0
3989,0.0
3990,0.0
3991,0.0
3992,0.0
3993,0.0
3994,0.0
3995,0.0
3978,0.0
3996,0.0
3997,0.0
73085,0.0
3998,0.0
4017,0.0
4016,0.0
4015,0.0
4014,0.0
4013,0.0
4012,0.0
4011,0.0
4010,0.0
4009,0.0
4008,0.0
4007,0.0
4006,0.0
4005,0.0
4004,0.0
4003,0.0
4002,0.0
4001,0.0
4000,0.0
3999,0.0
73086,0.0
73107,0.0
73087,0.0
73088,0.0
73089,0.0
73090,0.0
73091,0.0
73092,0.0
73093,0.0
73094,0.0
73095,0.0
4018,0.0
73096,0.0
73098,0.0
73099,0.0
73100,0.0
73101,0.0
73102,0.0
73103,0.0
73104,0.0
73105,0.0
73106,0.0
73097,0.0
4019,0.0
4031,0.0
4021,0.0
73125,0.0
73124,0.0
73123,0.0
73122,0.0
73121,0.0
73120,0.0
73119,0.0
73118,0.0
73126,0.0
73117,0.0
73115,0.0
73114,0.0
73113,0.0
73112,0.0
73111,0.0
73110,0.0
73109,0.0
73108,0.0
73116,0.0
4020,0.0
73127,0.0
4041,0.0
4022,0.0
4023,0.0
4024,0.0
4025,0.0
4026,0.0
4027,0.0
4028,0.0
4029,0.0
73129,0.0
4030,0.0
4033,0.0
4034,0.0
4035,0.0
4036,0.0
4037,0.0
4038,0.0
4039,0.0
4040,0.0
4032,0.0
73128,0.0
4047,0.0
73131,0.0
4045,0.0
4046,0.0
4049,0.0
4050,0.0
4051,0.0
4052,0.0
4053,0.0
4054,0.0
4044,0.0
4055,0.0
4057,0.0
4058,0.0
4059,0.0
4060,0.0
4061,0.0
4062,0.0
4063,0.0
73130,0.0
4056,0.0
4043,0.0
4048,0.0
73151,0.0
73132,0.0
73133,0.0
73134,0.0
73135,0.0
73136,0.0
4042,0.0
73138,0.0
73139,0.0
73140,0.0
73141,0.0
73137,0.0
73143,0.0
73142,0.0
73149,0.0
73148,0.0
73150,0.0
73146,0.0
73145,0.0
73144,0.0
73147,0.0
4072,0.0
4064,0.0
4065,0.0
4066,0.0
4067,0.0
4068,0.0
4069,0.0
4070,0.0
4071,0.0
4073,0.0
4084,0.0
4075,0.0
73152,0.0
73153,0.0
73154,0.0
73155,0.0
73156,0.0
73157,0.0
73158,0.0
73159,0.0
73160,0.0
73161,0.0
73162,0.0
73163,0.0
73164,0.0
73165,0.0
4074,0.0
73166,0.0
73168,0.0
73169,0.0
73170,0.0
73172,0.0
73173,0.0
4085,0.0
4083,0.0
4082,0.0
4081,0.0
4080,0.0
4079,0.0
4078,0.0
4077,0.0
4076,0.0
73167,0.0
73171,0.0
4096,0.0
4095,0.0
4089,0.0
4090,0.0
4091,0.0
4092,0.0
4093,0.0
4094,0.0
73193,0.0
4097,0.0
4087,0.0
4098,0.0
4100,0.0
4101,0.0
4102,0.0
4103,0.0
4104,0.0
4105,0.0
4106,0.0
4107,0.0
4099,0.0
4086,0.0
4088,0.0
73181,0.0
73174,0.0
73175,0.0
73176,0.0
73177,0.0
73178,0.0
73179,0.0
73180,0.0
73195,0.0
73182,0.0
73183,0.0
73184,0.0
73185,0.0
73186,0.0
73187,0.0
73188,0.0
73189,0.0
73190,0.0
73191,0.0
73192,0.0
73194,0.0
73202,0.0
73201,0.0
73200,0.0
73196,0.0
73198,0.0
73197,0.0
73203,0.0
73199,0.0
73204,0.0
4129,0.0
73206,0.0
73207,0.0
73208,0.0
73209,0.0
73210,0.0
73211,0.0
73212,0.0
73213,0.0
73214,0.0
73217,0.0
73205,0.0
73216,0.0
73215,0.0
4113,0.0
4123,0.0
4122,0.0
4121,0.0
4120,0.0
4119,0.0
4118,0.0
4117,0.0
4124,0.0
4116,0.0
4114,0.0
4128,0.0
4112,0.0
4111,0.0
4110,0.0
4109,0.0
4108,0.0
4115,0.0
4126,0.0
4125,0.0
4127,0.0
73236,0.0
73235,0.0
73234,0.0
4151,0.0
73218,0.0
73219,0.0
73220,0.0
73221,0.0
73222,0.0
73223,0.0
73224,0.0
73226,0.0
73227,0.0
73228,0.0
73229,0.0
73230,0.0
73231,0.0
73232,0.0
73233,0.0
73225,0.0
73237,0.0
4130,0.0
73239,0.0
4131,0.0
4132,0.0
4133,0.0
4134,0.0
4135,0.0
4136,0.0
4137,0.0
4138,0.0
4139,0.0
4140,0.0
4141,0.0
4143,0.0
4144,0.0
4145,0.0
4146,0.0
4147,0.0
4148,0.0
4149,0.0
4150,0.0
73238,0.0
4142,0.0
4172,0.0
73241,0.0
4154,0.0
4155,0.0
4156,0.0
4157,0.0
4158,0.0
4159,0.0
4160,0.0
4161,0.0
4162,0.0
4163,0.0
4164,0.0
4165,0.0
4166,0.0
4168,0.0
4169,0.0
4170,0.0
4171,0.0
4153,0.0
4152,0.0
73261,0.0
73260,0.0
73242,0.0
73243,0.0
73244,0.0
73245,0.0
73246,0.0
73247,0.0
73248,0.0
73249,0.0
73240,0.0
73250,0.0
73252,0.0
73253,0.0
73254,0.0
73255,0.0
73256,0.0
73257,0.0
73258,0.0
4173,0.0
73251,0.0
73259,0.0
4167,0.0
73270,0.0
4191,0.0
4190,0.0
4189,0.0
4188,0.0
4187,0.0
4186,0.0
4185,0.0
4184,0.0
4183,0.0
4182,0.0
4181,0.0
73283,0.0
73282,0.0
73281,0.0
73280,0.0
73279,0.0
73278,0.0
73277,0.0
73276,0.0
73275,0.0
73274,0.0
73273,0.0
73272,0.0
73271,0.0
4174,0.0
4175,0.0
4176,0.0
4177,0.0
4178,0.0
4192,0.0
4179,0.0
4193,0.0
4195,0.0
73268,0.0
73267,0.0
73266,0.0
73265,0.0
73264,0.0
73263,0.0
73262,0.0
73269,0.0
4194,0.0
4180,0.0
4206,0.0
4196,0.0
4197,0.0
4198,0.0
4199,0.0
4200,0.0
4201,0.0
4202,0.0
4217,0.0
4205,0.0
4216,0.0
4203,0.0
4213,0.0
4212,0.0
4211,0.0
4204,0.0
4209,0.0
4208,0.0
4207,0.0
4215,0.0
4210,0.0
4214,0.0
73285,0.0
73305,0.0
73304,0.0
73303,0.0
73302,0.0
73301,0.0
73300,0.0
73299,0.0
73298,0.0
73297,0.0
73296,0.0
73284,0.0
73294,0.0
73293,0.0
73292,0.0
73291,0.0
73290,0.0
73289,0.0
73288,0.0
73287,0.0
73286,0.0
73295,0.0
4234,0.0
4233,0.0
4232,0.0
4228,0.0
4230,0.0
4229,0.0
4235,0.0
4231,0.0
4236,0.0
73326,0.0
4238,0.0
4239,0.0
73327,0.0
73325,0.0
73324,0.0
73323,0.0
73322,0.0
73321,0.0
4227,0.0
4237,0.0
4226,0.0
4224,0.0
73307,0.0
73306,0.0
4225,0.0
73308,0.0
73309,0.0
73310,0.0
73311,0.0
73313,0.0
73314,0.0
73315,0.0
73316,0.0
73312,0.0
73318,0.0
73317,0.0
4222,0.0
4221,0.0
4220,0.0
4223,0.0
4218,0.0
73320,0.0
73319,0.0
4219,0.0
73340,0.0
73347,0.0
73346,0.0
73345,0.0
73344,0.0
73343,0.0
73342,0.0
73341,0.0
73339,0.0
73348,0.0
73337,0.0
73336,0.0
73335,0.0
73334,0.0
73333,0.0
73332,0.0
73331,0.0
73330,0.0
73338,0.0
73349,0.0
4247,0.0
4261,0.0
4258,0.0
4257,0.0
4256,0.0
4255,0.0
4254,0.0
4253,0.0
4252,0.0
