Model,Train_RMSE,Train_MAE,Train_R²,Val_RMSE,Val_MAE,Val_R²,Test_RMSE,Test_MAE,Test_R²
XGBoost,150.89993177561277,51.81798272968184,0.8529318873287208,150.97937454413784,56.795945809949174,0.8126197434950699,136.85387266364054,48.75818793314384,0.8416864140160245
