Model,Train_RMSE,Train_MAE,Train_R²,Val_RMSE,Val_MAE,Val_R²,Test_RMSE,Test_MAE,Test_R²
Gradient Boosting,160.95390551875894,59.94229807295649,0.8326816894524522,144.16764809926053,56.53631770246126,0.8291463691683487,137.38093538958057,50.22654063874959,0.8404646456247908
