Model,Train_RMSE,Train_MAE,Train_R²,Val_RMSE,Val_MAE,Val_R²,Test_RMSE,Test_MAE,Test_R²
Random Forest,150.7454630300803,51.14676771120182,0.8532328258282376,152.8358833121523,53.88871369025544,0.8079831911125348,136.61129728577615,46.21215909923468,0.8422471426573142
