Model,Train_RMSE,Train_MAE,Train_R²,Val_RMSE,Val_MAE,Val_R²,Test_RMSE,Test_MAE,Test_R²
Linear Regression,181.91704655587617,83.21460650529424,0.7862593009413748,161.76509973553965,79.65317480598213,0.7848911665894678,152.06409097258748,83.55406157557292,0.804540247955667
