Model,Train_RMSE,Train_MAE,Train_R²,Val_RMSE,Val_MAE,Val_R²,Test_RMSE,Test_MAE,Test_R²
Decision Tree,157.85367766624483,55.91967880377138,0.839065245693024,158.2259110621093,54.48673594826038,0.7942007463896252,137.91631368778326,46.935574398495525,0.8392187930965211
